Country name,year,Life_Ladder,Log_GDP_per_capita,Social_support,Healthy_life_expectancy_at_birth,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Positive_affect,Negative_affect,Freedom_to_make_life_choices_per,Social_support_per
Greece,2015,5.623,10.259,0.835,71.8,0.532,-0.272,0.824,0.74,0.277,53.2,83.5
Greece,2016,5.303,10.261,0.803,72,0.482,-0.26,0.898,0.701,0.336,48.2,80.3
Greece,2017,5.148,10.278,0.753,72.2,0.438,-0.29,0.872,0.603,0.333,43.8,75.3
Greece,2018,5.409,10.299,0.794,72.4,0.564,-0.335,0.86,0.666,0.255,56.4,79.4
Greece,2019,5.952,10.319,0.891,72.6,0.614,-0.289,0.848,0.668,0.236,61.4,89.1
Greece,2020,5.788,10.215,0.779,72.8,0.565,-0.241,0.764,0.684,0.322,56.5,77.9
Guatemala,2015,6.465,9.003,0.823,63.9,0.869,0.051,0.822,0.851,0.311,86.9,82.3
Guatemala,2016,6.359,9.013,0.811,64.2,0.863,0.011,0.812,0.846,0.321,86.3,81.1
Guatemala,2017,6.325,9.026,0.826,64.5,0.915,-0.059,0.8,0.846,0.308,91.5,82.6
Guatemala,2018,6.627,9.042,0.841,64.8,0.91,-0.01,0.765,0.871,0.262,91,84.1
Guatemala,2019,6.262,9.064,0.774,65.1,0.901,-0.062,0.773,0.859,0.311,90.1,77.4
Guinea,2015,3.505,7.645,0.579,51.1,0.666,0.007,0.762,0.667,0.268,66.6,57.9
Guinea,2016,3.603,7.721,0.675,52.2,0.726,-0.056,0.803,0.687,0.374,72.6,67.5
Guinea,2017,4.874,7.792,0.634,53.3,0.738,0.038,0.75,0.704,0.422,73.8,63.4
Guinea,2018,5.252,7.823,0.63,54.4,0.731,0.092,0.778,0.744,0.44,73.1,63
Guinea,2019,4.768,7.849,0.655,55.5,0.691,0.097,0.756,0.685,0.473,69.1,65.5
Haiti,2015,3.57,7.476,0.564,55.1,0.398,0.306,0.777,0.619,0.333,39.8,56.4
Haiti,2016,3.352,7.477,0.584,55.3,0.304,0.291,0.839,0.553,0.367,30.4,58.4
Haiti,2017,3.824,7.475,0.647,55.5,0.484,0.381,0.647,0.573,0.322,48.4,64.7
Haiti,2018,3.615,7.477,0.538,55.7,0.591,0.422,0.72,0.584,0.359,59.1,53.8
Honduras,2015,4.845,8.572,0.772,66.6,0.534,-0.097,0.848,0.863,0.311,53.4,77.2
Honduras,2016,5.648,8.593,0.774,66.8,0.85,0.08,0.793,0.832,0.297,85,77.4
Honduras,2017,6.02,8.624,0.843,67,0.898,0.072,0.783,0.842,0.248,89.8,84.3
Honduras,2018,5.908,8.643,0.827,67.2,0.872,0.099,0.804,0.872,0.287,87.2,82.7
Honduras,2019,5.93,8.653,0.797,67.4,0.846,0.063,0.815,0.85,0.279,84.6,79.7
Hong Kong S.A.R. of China,2016,5.498,10.97,0.832,,0.8,0.1,0.403,0.664,0.213,80,83.2
Hong Kong S.A.R. of China,2017,5.362,11,0.831,,0.831,0.14,0.416,0.64,0.201,83.1,83.1
Hong Kong S.A.R. of China,2019,5.659,11,0.856,,0.727,0.067,0.432,0.599,0.358,72.7,85.6
Hong Kong S.A.R. of China,2020,5.295,,0.813,,0.705,,0.38,0.609,0.21,70.5,81.3
Hungary,2015,5.344,10.223,0.859,66.4,0.558,-0.198,0.908,0.707,0.245,55.8,85.9
Hungary,2016,5.449,10.248,0.9,66.8,0.554,-0.187,0.924,0.666,0.243,55.4,90
Hungary,2017,6.065,10.293,0.877,67.2,0.661,-0.139,0.886,0.735,0.181,66.1,87.7
Hungary,2018,5.936,10.344,0.941,67.6,0.693,-0.243,0.911,0.676,0.201,69.3,94.1
Hungary,2019,6,10.393,0.947,68,0.798,-0.195,0.884,0.743,0.18,79.8,94.7
Hungary,2020,6.038,10.335,0.943,68.4,0.771,-0.12,0.836,0.735,0.24,77.1,94.3
Iceland,2015,7.498,10.854,0.98,73,0.94,0.301,0.639,0.849,0.18,94,98
Iceland,2016,7.51,10.904,0.985,73,0.952,0.281,0.719,0.874,0.158,95.2,98.5
Iceland,2017,7.476,10.925,0.967,73,0.939,0.246,0.727,0.895,0.148,93.9,96.7
Iceland,2019,7.533,10.931,0.982,73,0.959,,0.699,0.836,0.178,95.9,98.2
Iceland,2020,7.575,10.824,0.983,73,0.949,0.16,0.644,0.863,0.172,94.9,98.3
India,2015,4.342,8.604,0.61,58.9,0.777,-0.005,0.776,0.701,0.322,77.7,61
India,2016,4.179,8.673,0.614,59.3,0.82,0.046,0.765,0.695,0.346,82,61.4
India,2017,4.046,8.73,0.607,59.7,0.886,-0.042,0.781,0.682,0.318,88.6,60.7
India,2018,3.818,8.779,0.638,60.1,0.89,0.085,0.805,0.657,0.357,89,63.8
India,2019,3.249,8.818,0.561,60.5,0.876,0.112,0.752,0.648,0.466,87.6,56.1
India,2020,4.225,8.703,0.617,60.9,0.906,0.075,0.78,0.752,0.383,90.6,61.7
Indonesia,2015,5.043,9.225,0.809,61.5,0.779,0.471,0.946,0.876,0.274,77.9,80.9
Indonesia,2016,5.136,9.262,0.792,61.7,0.83,0.5,0.89,0.833,0.342,83,79.2
Indonesia,2017,5.098,9.3,0.796,61.9,0.865,0.488,0.9,0.863,0.319,86.5,79.6
Indonesia,2018,5.34,9.339,0.809,62.1,0.879,0.512,0.868,0.864,0.296,87.9,80.9
Indonesia,2019,5.347,9.377,0.802,62.3,0.866,0.555,0.861,0.877,0.302,86.6,80.2
Iran,2015,4.75,9.449,0.572,65.1,0.78,0.176,0.699,0.645,0.52,78,57.2
Iran,2016,4.653,9.561,0.566,65.4,0.773,0.186,0.713,0.687,0.526,77.3,56.6
Iran,2017,4.717,9.584,0.714,65.7,0.731,0.218,0.715,0.694,0.439,73.1,71.4
Iran,2018,4.278,,0.674,66,0.603,,0.703,0.553,0.493,60.3,67.4
Iran,2019,5.006,,0.698,66.3,0.623,,0.728,0.6,0.449,62.3,69.8
Iran,2020,4.865,,0.757,66.6,0.6,,0.71,0.582,0.47,60,75.7
Iraq,2015,4.493,9.241,0.684,58.4,0.599,0.019,0.762,0.49,0.581,59.9,68.4
Iraq,2016,4.413,9.354,0.719,59,0.666,-0.052,0.799,0.489,0.57,66.6,71.9
Iraq,2017,4.462,9.303,0.695,59.6,0.628,0,0.757,0.505,0.591,62.8,69.5
Iraq,2018,4.886,9.274,0.764,60.2,0.598,-0.068,0.887,0.605,0.482,59.8,76.4
Iraq,2020,4.785,9.167,0.708,61.4,0.7,-0.021,0.849,0.644,0.532,70,70.8
Ireland,2015,6.83,11.174,0.953,72,0.892,0.233,0.409,0.799,0.225,89.2,95.3
Ireland,2016,7.041,11.199,0.958,72.1,0.875,0.174,0.399,0.809,0.211,87.5,95.8
Ireland,2017,7.06,11.266,0.943,72.2,0.905,0.216,0.337,0.833,0.213,90.5,94.3
Ireland,2018,6.962,11.332,0.938,72.3,0.861,0.144,0.362,0.811,0.213,86.1,93.8
Ireland,2019,7.255,11.371,0.944,72.4,0.892,0.074,0.373,0.807,0.223,89.2,94.4
Ireland,2020,7.035,11.323,0.96,72.5,0.882,0.014,0.356,0.797,0.246,88.2,96
Israel,2015,7.079,10.536,0.864,72.7,0.753,0.108,0.789,0.697,0.256,75.3,86.4
Israel,2016,7.159,10.555,0.89,72.9,0.772,0.153,0.804,0.629,0.263,77.2,89
Israel,2017,7.331,10.57,0.916,73.1,0.768,0.145,0.793,0.674,0.276,76.8,91.6
Israel,2018,6.927,10.585,0.91,73.3,0.725,0.055,0.77,0.663,0.282,72.5,91
Israel,2019,7.332,10.601,0.946,73.5,0.834,0.085,0.743,0.635,0.266,83.4,94.6
Israel,2020,7.195,10.538,0.959,73.7,0.831,-0.049,0.748,0.621,0.243,83.1,95.9
Italy,2015,5.848,10.608,0.909,73,0.575,-0.064,0.913,0.692,0.329,57.5,90.9
Italy,2016,5.955,10.622,0.927,73.2,0.624,-0.081,0.903,0.685,0.339,62.4,92.7
Italy,2017,6.199,10.64,0.92,73.4,0.633,-0.035,0.867,0.661,0.323,63.3,92
Italy,2018,6.517,10.65,0.913,73.6,0.65,-0.021,0.888,0.649,0.403,65,91.3
Italy,2019,6.445,10.655,0.838,73.8,0.709,-0.082,0.866,0.631,0.328,70.9,83.8
Italy,2020,6.488,10.563,0.89,74,0.718,-0.15,0.844,0.67,0.311,71.8,89
Ivory Coast,2015,4.445,8.393,0.704,47.7,0.8,-0.053,0.744,0.664,0.347,80,70.4
Ivory Coast,2016,4.543,8.437,0.617,48.3,0.769,-0.043,0.757,0.704,0.378,76.9,61.7
Ivory Coast,2017,5.038,8.483,0.661,48.9,0.732,-0.111,0.771,0.698,0.357,73.2,66.1
Ivory Coast,2018,5.268,8.523,0.621,49.5,0.713,-0.05,0.791,0.682,0.386,71.3,62.1
Ivory Coast,2019,5.392,8.564,0.679,50.1,0.736,-0.017,0.799,0.674,0.425,73.6,67.9
Ivory Coast,2020,5.257,8.565,0.613,50.7,0.77,0.016,0.777,0.693,0.34,77,61.3
Jamaica,2017,5.89,9.169,0.913,67.1,0.861,-0.13,0.883,0.769,0.243,86.1,91.3
Jamaica,2019,6.309,9.186,0.878,67.5,0.891,-0.137,0.885,0.752,0.195,89.1,87.8
Japan,2015,5.88,10.588,0.923,74.7,0.832,-0.155,0.654,0.768,0.176,83.2,92.3
Japan,2016,5.955,10.595,0.9,74.8,0.836,-0.062,0.698,0.76,0.192,83.6,90
Japan,2017,5.911,10.618,0.882,74.9,0.849,-0.206,0.659,0.74,0.176,84.9,88.2
Japan,2018,5.794,10.623,0.886,75,0.773,-0.261,0.687,0.703,0.185,77.3,88.6
Japan,2019,5.908,10.632,0.878,75.1,0.806,-0.255,0.617,0.743,0.194,80.6,87.8
Japan,2020,6.118,10.58,0.887,75.2,0.806,-0.259,0.609,0.742,0.186,80.6,88.7
Jordan,2015,5.405,9.207,0.83,66.2,0.767,-0.046,,0.69,0.305,76.7,83
Jordan,2016,5.271,9.197,0.82,66.4,0.771,-0.038,,0.641,0.312,77.1,82
Jordan,2017,4.808,9.194,0.815,66.6,0.766,-0.152,,0.628,0.392,76.6,81.5
Jordan,2018,4.639,9.196,0.8,66.8,0.762,-0.186,,,,76.2,80
Jordan,2019,4.453,9.201,0.793,67,0.726,-0.165,,,,72.6,79.3
Jordan,2020,4.094,9.15,0.709,67.2,0.779,-0.15,,,,77.9,70.9
Kazakhstan,2015,5.95,10.098,0.931,62.8,0.74,-0.037,0.714,0.73,0.174,74,93.1
Kazakhstan,2016,5.534,10.095,0.928,63.4,0.783,-0.036,0.702,0.702,0.155,78.3,92.8
Kazakhstan,2017,5.882,10.121,0.914,64,0.745,-0.035,0.755,0.757,0.171,74.5,91.4
Kazakhstan,2018,6.008,10.148,0.937,64.6,0.84,-0.098,0.824,0.693,0.162,84,93.7
Kazakhstan,2019,6.272,10.179,0.951,65.2,0.852,-0.055,0.708,0.787,0.139,85.2,95.1
Kazakhstan,2020,6.168,10.135,0.966,65.8,0.872,-0.056,0.661,0.684,0.15,87.2,96.6
Kenya,2015,4.358,8.249,0.777,58.3,0.793,0.221,0.853,0.702,0.172,79.3,77.7
Kenya,2016,4.396,8.282,0.706,58.9,0.749,0.298,0.828,0.743,0.226,74.9,70.6
Kenya,2017,4.476,8.306,0.715,59.5,0.853,0.234,0.854,0.788,0.23,85.3,71.5
Kenya,2018,4.656,8.344,0.707,60.1,0.821,0.291,0.844,0.759,0.237,82.1,70.7
Kenya,2019,4.619,8.373,0.676,60.7,0.818,0.31,0.794,0.751,0.251,81.8,67.6
Kenya,2020,4.547,8.365,0.674,61.3,0.702,0.26,0.837,0.733,0.297,70.2,67.4
Kosovo,2015,5.077,9.182,0.805,,0.561,0.181,0.851,0.753,0.18,56.1,80.5
Kosovo,2016,5.759,9.228,0.824,,0.827,0.125,0.941,0.704,0.15,82.7,82.4
Kosovo,2017,6.149,9.262,0.792,,0.858,0.117,0.925,0.738,0.186,85.8,79.2
Kosovo,2018,6.392,9.296,0.822,,0.89,0.269,0.922,0.778,0.17,89,82.2
Kosovo,2019,6.425,9.339,0.843,,0.841,0.247,0.92,0.749,0.141,84.1,84.3
Kosovo,2020,6.294,,0.792,,0.88,,0.91,0.726,0.201,88,79.2
Kuwait,2015,6.146,10.912,0.823,66.1,0.822,0.082,,0.723,0.324,82.2,82.3
Kuwait,2016,5.947,10.91,0.845,66.3,0.841,-0.075,,0.688,0.315,84.1,84.5
Kuwait,2017,6.094,10.837,0.853,66.5,0.884,-0.005,,0.692,0.307,88.4,85.3
Kuwait,2019,6.106,10.817,0.842,66.9,0.867,-0.104,,0.695,0.303,86.7,84.2
Kyrgyzstan,2015,4.905,8.477,0.857,63.2,0.813,0.2,0.858,0.767,0.173,81.3,85.7
Kyrgyzstan,2016,4.857,8.5,0.914,63.5,0.814,0.056,0.917,0.778,0.126,81.4,91.4
Kyrgyzstan,2017,5.63,8.526,0.883,63.8,0.859,0.143,0.874,0.755,0.16,85.9,88.3
Kyrgyzstan,2018,5.297,8.543,0.898,64.1,0.945,0.267,0.907,0.763,0.203,94.5,89.8
Kyrgyzstan,2019,5.685,8.567,0.877,64.4,0.92,-0.002,0.885,0.766,0.207,92,87.7
Kyrgyzstan,2020,6.25,8.503,0.902,64.7,0.935,0.103,0.931,0.803,0.258,93.5,90.2
Laos,2017,4.623,8.89,0.707,58.3,0.891,0.073,0.592,0.873,0.344,89.1,70.7
Laos,2018,4.859,8.935,0.705,58.7,0.907,0.141,0.634,0.852,0.332,90.7,70.5
Laos,2019,5.197,8.965,0.729,59.1,0.906,0.061,0.62,0.878,0.306,90.6,72.9
Laos,2020,5.284,8.96,0.66,59.5,0.915,0.141,0.748,0.822,0.358,91.5,66
Latvia,2015,5.881,10.185,0.879,65.9,0.656,-0.077,0.808,0.608,0.228,65.6,87.9
Latvia,2016,5.94,10.211,0.917,66.2,0.685,-0.156,0.868,0.654,0.231,68.5,91.7
Latvia,2017,5.978,10.257,0.895,66.5,0.7,-0.154,0.798,0.623,0.232,70,89.5
Latvia,2018,5.901,10.307,0.913,66.8,0.608,-0.212,0.799,0.585,0.192,60.8,91.3
Latvia,2019,5.97,10.336,0.936,67.1,0.698,-0.194,0.789,0.575,0.212,69.8,93.6
Latvia,2020,6.229,10.3,0.928,67.4,0.82,-0.078,0.809,0.714,0.202,82,92.8
Lebanon,2015,5.172,9.699,0.742,65.6,0.597,0.073,0.889,0.568,0.243,59.7,74.2
Lebanon,2016,5.271,9.687,0.828,66.1,0.657,0.031,0.853,0.553,0.263,65.7,82.8
Lebanon,2017,5.154,9.681,0.777,66.6,0.605,-0.074,0.911,0.515,0.244,60.5,77.7
Lebanon,2018,5.167,9.656,0.829,67.1,0.607,-0.066,0.907,0.464,0.271,60.7,82.9
Lebanon,2019,4.024,9.597,0.866,67.6,0.447,-0.081,0.89,0.322,0.494,44.7,86.6
Lesotho,2016,3.808,7.953,0.798,46.6,0.729,-0.099,0.743,0.732,0.27,72.9,79.8
Lesotho,2017,3.795,7.931,0.769,47.3,0.757,-0.145,0.797,0.746,0.255,75.7,76.9
Lesotho,2019,3.512,7.926,0.79,48.7,0.716,-0.131,0.915,0.735,0.273,71.6,79
Liberia,2015,2.702,7.365,0.638,53.7,0.671,-0.061,0.903,0.505,0.388,67.1,63.8
Liberia,2016,3.355,7.324,0.643,54.5,0.763,0.033,0.901,0.636,0.509,76.3,64.3
Liberia,2017,4.424,7.324,0.685,55.3,0.733,-0.012,0.867,0.668,0.391,73.3,68.5
Liberia,2018,4.135,7.311,0.727,56.1,0.766,0.05,0.868,0.66,0.436,76.6,72.7
Liberia,2019,5.121,7.264,0.712,56.9,0.706,0.051,0.828,0.636,0.389,70.6,71.2
Libya,2015,5.615,9.308,0.868,62.3,0.775,-0.044,,0.704,0.369,77.5,86.8
Libya,2016,5.434,9.268,0.876,62.3,0.822,-0.089,,0.718,0.383,82.2,87.6
Libya,2017,5.647,9.491,0.823,62.3,0.779,-0.019,0.673,0.697,0.379,77.9,82.3
Libya,2018,5.494,9.617,0.824,62.3,0.781,-0.101,0.646,0.706,0.399,78.1,82.4
Libya,2019,5.33,9.627,0.827,62.3,0.762,-0.073,0.686,0.709,0.401,76.2,82.7
Lithuania,2015,5.711,10.335,0.929,65.5,0.641,-0.254,0.924,0.595,0.276,64.1,92.9
Lithuania,2016,5.866,10.373,0.938,66.1,0.614,-0.266,0.949,0.594,0.25,61.4,93.8
Lithuania,2017,6.273,10.429,0.926,66.7,0.749,-0.174,0.79,0.608,0.195,74.9,92.6
Lithuania,2018,6.309,10.474,0.929,67.3,0.699,-0.237,0.852,0.517,0.214,69.9,92.9
Lithuania,2019,6.064,10.518,0.918,67.9,0.78,-0.251,0.783,0.566,0.276,78,91.8
Lithuania,2020,6.391,10.504,0.953,68.5,0.824,-0.122,0.829,0.66,0.202,82.4,95.3
Luxembourg,2015,6.702,11.617,0.934,72.6,0.932,0.052,0.375,0.757,0.193,93.2,93.4
Luxembourg,2016,6.967,11.64,0.941,72.6,0.882,0.019,0.356,0.758,0.192,88.2,94.1
Luxembourg,2017,7.061,11.634,0.905,72.6,0.903,0.044,0.33,0.766,0.184,90.3,90.5
Luxembourg,2018,7.243,11.645,0.902,72.6,0.884,-0.022,0.385,0.75,0.202,88.4,90.2
Luxembourg,2019,7.404,11.648,0.912,72.6,0.93,-0.045,0.39,0.789,0.212,93,91.2
Madagascar,2015,3.593,7.344,0.647,57.9,0.545,-0.041,0.861,0.802,0.226,54.5,64.7
Madagascar,2016,3.663,7.356,0.746,58.3,0.57,-0.069,0.864,0.813,0.204,57,74.6
Madagascar,2017,4.079,7.368,0.626,58.7,0.57,-0.033,0.847,0.752,0.375,57,62.6
Madagascar,2018,4.071,7.386,0.666,59.1,0.551,0.003,0.889,0.752,0.362,55.1,66.6
Madagascar,2019,4.339,7.406,0.701,59.5,0.55,-0.012,0.72,0.723,0.304,55,70.1
Malawi,2015,3.868,6.935,0.494,55.5,0.801,0.058,0.835,0.633,0.26,80.1,49.4
Malawi,2016,3.476,6.932,0.524,56.2,0.81,0.066,0.824,0.603,0.325,81,52.4
Malawi,2017,3.417,6.945,0.555,56.9,0.848,0.025,0.735,0.609,0.312,84.8,55.5
Malawi,2018,3.335,6.949,0.528,57.6,0.799,0.073,0.766,0.586,0.365,79.9,52.8
Malawi,2019,3.869,6.966,0.549,58.3,0.765,0.004,0.68,0.537,0.348,76.5,54.9
Malaysia,2015,6.322,10.118,0.818,66.4,0.675,0.222,0.838,0.775,0.314,67.5,81.8
Malaysia,2018,5.339,10.223,0.789,67,0.875,0.127,0.894,0.824,0.2,87.5,78.9
Malaysia,2019,5.428,10.252,0.842,67.2,0.916,0.123,0.782,0.834,0.176,91.6,84.2
Maldives,2018,5.198,9.826,0.913,70.6,0.855,0.024,,,,85.5,91.3
Mali,2015,4.582,7.669,0.83,50.2,0.634,-0.068,0.8,0.709,0.243,63.4,83
Mali,2016,4.016,7.695,0.836,50.7,0.696,-0.07,0.862,0.807,0.305,69.6,83.6
Mali,2017,4.742,7.718,0.741,51.2,0.753,-0.069,0.863,0.742,0.393,75.3,74.1
Mali,2018,4.416,7.733,0.692,51.7,0.737,-0.034,0.793,0.77,0.37,73.7,69.2
Mali,2019,4.988,7.752,0.755,52.2,0.67,-0.038,0.846,0.712,0.358,67,75.5
Malta,2015,6.613,10.566,0.919,72.2,0.912,0.347,0.664,0.68,0.355,91.2,91.9
Malta,2016,6.591,10.599,0.93,72.2,0.916,0.345,0.696,0.687,0.355,91.6,93
Malta,2017,6.676,10.635,0.937,72.2,0.924,0.253,0.69,0.721,0.302,92.4,93.7
Malta,2018,6.91,10.67,0.932,72.2,0.927,0.179,0.595,0.721,0.296,92.7,93.2
Malta,2019,6.733,10.677,0.922,72.2,0.924,0.087,0.689,0.707,0.356,92.4,92.2
Malta,2020,6.157,,0.938,72.2,0.931,,0.675,0.601,0.411,93.1,93.8
Mauritania,2015,3.923,8.542,0.875,56.1,0.447,0.055,0.715,0.82,0.194,44.7,87.5
Mauritania,2016,4.472,8.526,0.785,56.4,0.467,-0.175,0.842,0.735,0.222,46.7,78.5
Mauritania,2017,4.678,8.533,0.779,56.7,0.527,-0.153,0.777,0.637,0.272,52.7,77.9
Mauritania,2018,4.314,8.526,0.802,57,0.467,-0.112,0.711,0.663,0.276,46.7,80.2
Mauritania,2019,4.153,8.556,0.798,57.3,0.628,-0.102,0.743,0.692,0.26,62.8,79.8
Mauritius,2016,5.61,9.935,0.836,65.8,0.819,0.139,0.891,0.785,0.246,81.9,83.6
Mauritius,2017,6.174,9.972,0.91,66.1,0.912,0.087,0.818,0.748,0.169,91.2,91
Mauritius,2018,5.882,10.008,0.909,66.4,0.867,-0.073,0.785,0.774,0.158,86.7,90.9
Mauritius,2019,6.241,10.043,0.913,66.7,0.893,-0.053,0.81,0.808,0.149,89.3,91.3
Mauritius,2020,6.015,9.972,0.893,67,0.843,-0.037,0.772,0.767,0.138,84.3,89.3
Mexico,2015,6.236,9.867,0.761,67.4,0.719,-0.152,0.708,0.745,0.237,71.9,76.1
Mexico,2016,6.824,9.884,0.893,67.7,0.752,-0.153,0.809,0.859,0.22,75.2,89.3
Mexico,2017,6.41,9.893,0.8,68,0.861,-0.202,0.801,0.843,0.231,86.1,80
Mexico,2018,6.55,9.903,0.858,68.3,0.816,-0.179,0.809,0.882,0.213,81.6,85.8
Mexico,2019,6.432,9.891,0.852,68.6,0.903,-0.141,0.809,0.864,0.252,90.3,85.2
Mexico,2020,5.964,9.782,0.779,68.9,0.873,-0.119,0.778,0.81,0.292,87.3,77.9
Moldova,2015,6.017,9.246,0.84,62.9,0.595,-0.09,0.943,0.59,0.281,59.5,84
Moldova,2016,5.578,9.3,0.837,63.6,0.557,-0.047,0.969,0.621,0.275,55.7,83.7
Moldova,2017,5.326,9.363,0.831,64.3,0.553,-0.053,0.926,0.581,0.259,55.3,83.1
Moldova,2018,5.682,9.423,0.892,65,0.824,-0.084,0.929,0.582,0.27,82.4,89.2
Moldova,2019,5.803,9.475,0.809,65.7,0.784,-0.092,0.884,0.631,0.262,78.4,80.9
Moldova,2020,5.812,9.462,0.874,66.4,0.859,-0.058,0.941,0.727,0.268,85.9,87.4
Mongolia,2015,4.983,9.308,0.906,61.7,0.686,0.173,0.9,0.653,0.208,68.6,90.6
Mongolia,2016,5.057,9.3,0.947,61.9,0.76,0.09,0.9,0.694,0.171,76,94.7
Mongolia,2017,5.334,9.334,0.924,62.1,0.675,0.119,0.865,0.675,0.214,67.5,92.4
Mongolia,2018,5.465,9.386,0.942,62.3,0.696,0.054,0.849,0.654,0.192,69.6,94.2
Mongolia,2019,5.563,9.418,0.946,62.5,0.711,0.149,0.873,0.707,0.167,71.1,94.6
Mongolia,2020,6.011,9.396,0.918,62.7,0.718,0.141,0.843,0.636,0.26,71.8,91.8
Montenegro,2015,5.125,9.81,0.74,67.9,0.583,-0.144,0.781,0.58,0.337,58.3,74
Montenegro,2016,5.304,9.839,0.866,68.1,0.569,-0.087,0.849,0.591,0.337,56.9,86.6
Montenegro,2017,5.615,9.885,0.881,68.3,0.626,-0.083,0.756,0.519,0.35,62.6,88.1
Montenegro,2018,5.65,9.934,0.856,68.5,0.626,-0.051,0.769,0.59,0.355,62.6,85.6
Montenegro,2019,5.386,9.97,0.832,68.7,0.694,-0.105,0.82,0.591,0.366,69.4,83.2
Montenegro,2020,5.722,9.913,0.887,68.9,0.802,0.06,0.845,0.603,0.411,80.2,88.7
Morocco,2015,5.163,8.872,0.606,65,0.713,-0.228,0.842,0.661,0.262,71.3,60.6
Morocco,2016,5.386,8.869,0.655,65.3,0.817,-0.237,0.717,0.713,0.205,81.7,65.5
Morocco,2017,5.312,8.898,0.641,65.6,0.814,-0.216,0.841,0.559,0.323,81.4,64.1
Morocco,2018,4.897,8.914,0.554,65.9,0.773,-0.234,0.843,0.638,0.416,77.3,55.4
Morocco,2019,5.057,8.925,0.535,66.2,0.757,-0.244,0.757,0.589,0.41,75.7,53.5
Morocco,2020,4.803,8.871,0.553,66.5,0.819,-0.229,0.803,0.587,0.256,81.9,55.3
Mozambique,2015,4.55,7.141,0.666,51.2,0.813,0.089,0.632,0.564,0.34,81.3,66.6
Mozambique,2017,4.28,7.157,0.678,53.2,0.823,-0.03,0.682,0.648,0.353,82.3,67.8
Mozambique,2018,4.654,7.162,0.738,54.2,0.897,0.049,0.691,0.64,0.397,89.7,73.8
Mozambique,2019,4.932,7.155,0.742,55.2,0.87,0.073,0.682,0.587,0.384,87,74.2
Myanmar,2015,4.224,8.359,0.752,58.1,0.808,0.688,0.633,0.866,0.272,80.8,75.2
Myanmar,2016,4.623,8.408,0.793,58.4,0.877,0.679,0.607,0.804,0.302,87.7,79.3
Myanmar,2017,4.154,8.464,0.795,58.7,0.886,0.65,0.619,0.746,0.282,88.6,79.5
Myanmar,2018,4.411,8.523,0.774,59,0.906,0.49,0.647,0.777,0.3,90.6,77.4
Myanmar,2019,4.434,8.545,0.763,59.3,0.899,0.561,0.682,0.755,0.286,89.9,76.3
Myanmar,2020,4.431,8.554,0.796,59.6,0.825,0.47,0.647,0.8,0.289,82.5,79.6
Namibia,2017,4.441,9.215,0.828,56.2,0.81,-0.19,0.831,0.721,0.277,81,82.8
Namibia,2018,4.834,9.204,0.864,56.5,0.754,-0.169,0.846,0.739,0.24,75.4,86.4
Namibia,2019,4.436,9.173,0.845,56.8,0.739,-0.174,0.879,0.672,0.256,73.9,84.5
Namibia,2020,4.451,9.104,0.741,57.1,0.666,-0.104,0.81,0.648,0.248,66.6,74.1
Nepal,2015,4.812,7.976,0.748,60.2,0.763,0.227,0.824,0.543,0.358,76.3,74.8
Nepal,2016,5.1,7.973,0.837,61.3,0.839,0.168,0.817,0.627,0.37,83.9,83.7
Nepal,2017,4.737,8.039,0.816,62.4,0.845,0.134,0.77,0.571,0.376,84.5,81.6
Nepal,2018,4.91,8.087,0.768,63.5,0.77,0.122,0.742,0.537,0.387,77,76.8
Nepal,2019,5.449,8.136,0.772,64.6,0.79,0.167,0.712,0.536,0.357,79,77.2
Netherlands,2015,7.324,10.882,0.879,72,0.904,0.261,0.412,0.834,0.202,90.4,87.9
Netherlands,2016,7.541,10.899,0.926,72.1,0.907,0.239,0.433,0.838,0.215,90.7,92.6
Netherlands,2017,7.459,10.921,0.937,72.2,0.92,0.25,0.363,0.852,0.185,92,93.7
Netherlands,2018,7.463,10.941,0.939,72.3,0.92,0.161,0.371,0.862,0.205,92,93.9
Netherlands,2019,7.425,10.953,0.941,72.4,0.886,0.213,0.36,0.838,0.231,88.6,94.1
Netherlands,2020,7.504,10.901,0.944,72.5,0.935,0.151,0.281,0.784,0.247,93.5,94.4
New Zealand,2015,7.418,10.608,0.987,72.6,0.942,0.329,0.186,0.834,0.16,94.2,98.7
New Zealand,2016,7.226,10.623,0.937,72.8,0.927,0.266,0.278,0.833,0.207,92.7,93.7
New Zealand,2017,7.327,10.633,0.955,73,0.942,0.294,0.222,0.817,0.172,94.2,95.5
New Zealand,2018,7.37,10.66,0.954,73.2,0.949,0.12,0.207,0.845,0.168,94.9,95.4
New Zealand,2019,7.205,10.666,0.939,73.4,0.912,0.157,0.234,0.816,0.191,91.2,93.9
New Zealand,2020,7.257,10.6,0.952,73.6,0.918,0.125,0.283,0.849,0.209,91.8,95.2
Nicaragua,2015,5.924,8.636,0.827,66.6,0.809,0.077,0.728,0.797,0.346,80.9,82.7
Nicaragua,2016,6.013,8.668,0.853,66.9,0.717,0.039,0.731,0.805,0.38,71.7,85.3
Nicaragua,2017,6.476,8.7,0.838,67.2,0.922,0.01,0.673,0.85,0.308,92.2,83.8
Nicaragua,2018,5.819,8.647,0.854,67.5,0.797,0.009,0.713,0.793,0.408,79.7,85.4
